store_id,商家名稱,地址,營業電話,營業時間,網址,描述,類別,官方類別_自動,自訂類別,is_active,,,,,,,,,,,,,,id
280,EnJoin',104 臺北市中山區吉林路309號一樓,266172566,09:00-18:00,https://enjoin.tw/,#關於我們 人生不只工作，還有太多想要探索的事物，EnJoin’ 希望能充實更多下班生活 熱騰騰的空間場地與一系列活動會陸續推出 EnJoin’ 探索外在的世界，挖掘內在的超凡脫俗 #career #workshop 探索各種職涯的可能 透過系列講座、讀書會、活動分享，激發各種人生的職涯可能 #fitness #breathe #bouldering 每個生命都需要身心平衡 呼吸、靜坐、正念、體適能、抱石等各種體驗等你加入 #playground #space 遊戲場與活動空間 規劃親子活動並提供演奏、策展、租借場地等空間服務 即刻行動 我們精心設計所有細節，推出讚不絕口的活動體驗 關於空間體驗，有別於一般場地租借 EnJoin’ 更期待營造出一個放鬆、自在的環境 動滋券適用品項：其他_運動舞蹈,,運動用品或器材租賃業,用品/器材,,,,,,,,,,,,,,,
281,BIG BOSS SPORTS CENTER 大老闆運動中心,115 臺北市南港區舊莊街一段196號2樓,226548500,週一~五18:00-22:00/週六13:30-22:00,https://accessibility.moda.gov.tw/Applications/Detail?category=20220622172837,第一間以幼兒跆拳道為主，做一個複合式親子運動場館。讓大人小朋友都可以開心運動。課程包含幼兒跆拳道、幼兒肢體開發、兒童體適能、兒童MV舞蹈、私人課程、重訓團課、TRX、雕塑瑜伽、瑜珈提斯、低空療癒、空中瑜伽、K-POP韓國MV COVER、樂齡肌力、鋼管。 動滋券適用品項：運動場館-樂齡/兒童綜合體適能(含親子場館),,運動休閒教育服務業,場館/課程,,,,,,,,,,,,,,,
282,瘋三鐵,114 臺北市內湖區成功路二段320巷22號,975936312,10:00-21:00,https://fun3sport.com/,,,其他,其他,,,,,,,,,,,,,,,
283,Rs電競工廠-信陽店,100 臺北市中正區 黎明里信陽街５號地下１層,223145927,24小時,https://accessibility.moda.gov.tw/Applications/Detail?category=20220622172837,全新更換設備 全台首創 技嘉GTX 3070 高效顯卡 雷蛇電競 鍵盤 滑鼠 耳機 三星 G7 G5 32吋曲面螢幕 大空間 大沙發 可淋浴 打造無人能敵的設備 給你不一樣的電競環境 動滋券適用品項：辦比賽,,電子競技業,電競,,,,,,,,,,,,,,,
284,Curves可爾姿信義永康店,106 臺北市大安區信義路2段222號2樓,233222610,請見官網上公告之營業時間,https://www.curves.com.tw/,"Curves是專為女性設計的 30 分鐘環狀運動。 我們提供給女性簡單、快速又有效的運動方式， 透過有氧+肌力+伸展三合一的完整訓練， 在女性教練的陪伴之下，輕鬆養成運動習慣， 讓妳更健康、更自信、更快樂 ，是妳開始運動的第一選擇。 *免費預約體驗 https://www.curves.com.tw/ *免費預約專線 分店電話02-33222610 *請提前主動告知使用 政付優惠券 """", 店家保留最終活動抵扣服務、商品之解釋權利。 動滋券適用品項：",,運動休閒教育服務業,場館/課程,,,,,,,,,,,,,,,
285,活力豆豆綜合體能體操館,114 臺北市內湖區內湖路二段466號2樓之1,227823655,10:00-20:00,https://accessibility.moda.gov.tw/Applications/Detail?category=20220622172837,"感統 遊戲 體能 體操 ,我們把體操變好玩囉 活力豆豆帶領您的孩子開心快樂玩體操 是家長放心,孩子放電的好地方 動滋券適用品項：",,運動用品或器材租賃業,用品/器材,,,,,,,,,,,,,,,
286,FamiTicket全網購票網,104 臺北市中山區中山北路二段61號3樓,02-6618-2822,星期一～星期五 09:00~17:00,https://www.famiticket.com.tw/Home,,,其他,其他,,,,,,,,,,,,,,,
287,斯巴達障礙跑競賽,106 臺北市大安區 仁慈里信義路４段５７號１１樓,800612168,活動舉辦期間,https://accessibility.moda.gov.tw/Applications/Detail?category=20220622172837,Spartan Race是全球障礙跑競賽的領導品牌，特色在於全程計時以及全球排名，提供給初入門的勇士一個不一樣的體能訓練場地， 也提供給全球專業障礙跑選手一個測試自己體能的全新方式，是一個體力與耐力，更是意志力的競賽。 動滋券適用品項：辦比賽,,職業或業餘運動業,隊伍/賽事,,,,,,,,,,,,,,,
288,101空中藝術,115 臺北市南港區新民街101號,937513848,12:00-21:00,https://www.instagram.com/101aerial?fbclid=IwZXh0bgNhZW0CMTAAAR3jNPMFsMJ_2BdRmYAQCKjUtT6OvW_W8PXJ_baRqVKY9ocqeaGEFsKddrI_aem_AUjHjhiRQ22jH_qASSB-61eB3GmP9cL-eVYhlBjz17OQIKCW0dJ0upaVcH_djoQyfznNnyDrzTn,空中瑜伽：透過反地心引力的原理，幫助鍛鍊肌力並提升柔軟度。 空中環：一個圓形鋼鍛造環。用身體與環結合，在環上做出優美的動作，同時還能強化核心肌力。 動滋券適用品項：,,運動用品或器材租賃業,用品/器材,,,,,,,,,,,,,,,
289,氧適能健康事業有限公司,106 臺北市大安區忠孝東路四段183號9樓,227720281,10:00-17:00,https://accessibility.moda.gov.tw/Applications/Detail?category=20220622172837,,,運動保健業,場館/課程,,,,,,,,,,,,,,,
290,運動解密,115 臺北市南港區經貿二路157巷36弄115號6樓,912688788,10am-8pm,https://accessibility.moda.gov.tw/Applications/Detail?category=20220622172837,運動解密為一家運動體適能教育訓練公司，致力於普及科學化的訓練及運動觀念，並透過講座及研習提升體適能專業人員的知識。運動解密相信有效的訓練、均衡的飲食、充足的睡眠及健康的心理是讓任何人自我提升的方式。,,運動休閒教育服務業,場館/課程,,,,,,,,,,,,,,,
291,力康運動醫學機構,114 臺北市內湖區內湖路一段356號2樓,939603242,10:00-21:00,https://phcsports.com/,力康運動醫學機構包含：復健科醫師、物理治療師、運動防護員、皮拉提斯、肌力訓練 。 從治療到運動，從年輕到銀髮，全方位的專業整合能夠給予每個客戶最適合、最貼切、最即時的身體計畫。無論是傷後治療、復健針劑、徒手矯正，或是更積極的核心、肌力訓練，在力康都能找到辦法。 動滋券適用品項：,,運動休閒教育服務業,場館/課程,,,,,,,,,,,,,,,
292,馬修單車 MathewBike,111 臺北市士林區文林路577號,228322238,週二至週五：12:00-21:00，週六至周日：10:00-21:00，週一公休,https://mathewbike.com/,【我們的服務】 1. 單車租借：2年內新款公路車、旅行車，從 100 - 200cm 車友都有車可以租。 2. 全職保母車合法駕駛：與超過7年保母車司機兼具領隊導遊證照合作，曾擔任國際單車環台賽技師經驗。 3. 單車保養與維修：出租單車以前確實保養，並追蹤每次維修紀錄，並提供大台北到府維修單車與單車保養等服務。 4. 單車旅遊客製行程：環島裝備升級、換胎教學、路線經驗分享，將使您的單車旅行創造無限可能！ 動滋券適用品項：,,運動休閒教育服務業,場館/課程,,,,,,,,,,,,,,,
293,菲舞工作室,116 臺北市文山區木新路三段154號2樓,988693393,10:00-21:00（請事先預約報名）,https://accessibility.moda.gov.tw/Applications/Detail?category=20220622172837,提供親子空中瑜珈、兒童瑜珈、芭蕾、MV舞蹈、律動；成人瑜珈、空瑜、芭蕾、街舞等各種適合幼兒和成人的課程。以精緻小班的教學，使每位學生都能得到老師的仔細指導。 動滋券適用品項：,,運動休閒教育服務業,場館/課程,,,,,,,,,,,,,,,
294,日本伊藤萬游泳學校-北投陽明校,112 臺北市北投區立農街二段155號,228206000,09:00~21:00,https://www.itoman.com.tw/,全球連鎖泳校、游泳教學的第一大品牌，提供「親子嬰兒游泳課程」、「兒童游泳課程」、「成人游泳課程」、「寒暑訓班」。專為游泳教學所建造的教學環境，採淨水消毒設施， 一年四季恆溫。目前在全台共有13間分校，含台北艋舺校、北投陽明校、新北景新校、新莊中正校、中壢車站校、新竹竹蓮校、科園實中校、竹北道禾校...等分校。 動滋券適用品項：,,運動休閒教育服務業,場館/課程,,,,,,,,,,,,,,,
295,中研樂潛 M.D.C 南港本店,115 臺北市南港區新富里富康街36號1樓,927112220,週二到週日13:00-22:00,https://accessibility.moda.gov.tw/Applications/Detail?category=20220622172837,No Dive No Life！我們不是在海裡就是往海裡的路上！本店鄰近南港展覽館、南港軟體園區，由資深教練團隊熱情經營，安全是第一要務！我們提供觀光體驗潛水、潛水課程、潛水裝備銷售保養維修、品牌潛水裝備租賃、國內外潛水旅遊、游泳教學等多項服務，歡迎熱愛海洋與大自然的朋友，輕鬆享受水下世界的美麗。 動滋券適用品項：,,運動休閒教育服務業,場館/課程,,,,,,,,,,,,,,,
296,59 Fitness 客制化運動空間,106 臺北市大安區敦化南路二段59號B1,227000559,08:00~22:00,https://www.59-fitness.com,"持「動滋券」可兌換乙堂完整的【一對一私人教練】課程~~~內容包含肢體檢測、TANITA身體組成分析、場地運用實際操作、器材使用、制定個人運動課表 ►►► 兌換請先〈預約〉~以方便我們為您安排 ☎ 02-27000559 ★☆★☆★健身運動不再只是追求外型上的美感,我們更重視的是身體能力的進步與活力的提升. 在【一對一私人教練】的帶領下,可以在59分鐘的時間裡,正確地從事有效且個人化的運動安排,並且避免運動傷害的發生,繼而達到輕鬆運動=運動輕鬆的長久效應 !！≧▽≦y 動滋券適用品項：其他_其他",,運動休閒教育服務業,場館/課程,,,,,,,,,,,,,,,
297,伊利特企業管理顧問,104 臺北市中山區長安東路二段181號4樓之1,287736306,0900-1800,https://www.iplaytrip.com,「愛玩戶外」為愛玩團隊、伊利特企管顧問御用的的戶外活動品牌。致力於串連「人與人」及「人與土地」的連結！體驗項目包含：森林療癒｜風格溯溪｜樹梢攀登 (攀樹)｜寧靜山徑輕健行等。我們相信自然療癒是提升心靈與生活品質的一扇窗，團隊的我們都只是引路人，參與的每個人只需要 放鬆心情.張開雙手就能簡單擁有。 愛玩線上客服：https://lin.ee/tohZorX 動滋券適用品項：,,運動經紀、管理顧問或行政管理業,平台/媒體/經營,,,,,,,,,,,,,,,
298,野孩子的生活 Wild Kids Life,100 臺北市中正區辛亥路一段39號,223651001,12-21,https://accessibility.moda.gov.tw/Applications/Detail?category=20220622172837,,,其他,其他,,,,,,,,,,,,,,,
299,「高雄全家海神籃球隊」主場館 高雄市現代化綜合體育館,110 臺北市信義區忠孝東路四段555號19樓（台北辦事處）,225091166,10:00~19:00,https://www.instagram.com/ktown.aquas.official/,高雄海神（英語：Kaohsiung Aquas）是臺灣職業籃球隊，以高雄市作為球隊所在地，並以會員身份參與T1 LEAGUE賽事，球隊主場館為高雄市現代化綜合體育館（高雄巨蛋）。 動滋券適用品項：,,職業或業餘運動業,隊伍/賽事,,,,,,,,,,,,,,,
300,鬆鬆潛 Chillax Freediving,103 臺北市大同區民權西路184巷44號,921890425,09:00-21:00,https://www.chillaxfreediving.com,ChillaxFreediving成立於2022年的夏天。 我們是一家自由潛水專門潛店，是全台灣唯一結合露營車＋自由潛水的公司，讓學生可以邊潛水邊露營，用最輕鬆的方式學習潛水。 另外我們也有身心障礙自由潛水教學，非常歡迎身心障礙朋友前來體驗潛水的樂趣！ 動滋券適用品項：,,運動休閒教育服務業,場館/課程,,,,,,,,,,,,,,,
301,舞動陽光成功高中運動中心,100 臺北市中正區幸福里濟南路１段７１號,223218222,周一至周五>18:00-22:00    周六及周日>08:00-22:00,https://accessibility.moda.gov.tw/Applications/Detail?category=20220622172837,B1 游泳池：25M室內溫水游泳池，臭氧殺菌，附有充足淋浴設備。 8F 綜合球場：12面羽球場（等於3面籃球場及3面排球場），適合辦理各項球類大型活動，運動賽會。 8F 健身房：心肺加強區、重量訓練區，專業團隊為個人量身訂做體適能課程。 9F 韻律教室：高級木質地板，三十坪超大韻律教室。 動滋券適用品項：,,運動休閒教育服務業,場館/課程,,,,,,,,,,,,,,,
302,神拳阿凱 - 窩糕運動訓練及展示中心,105 臺北市松山區南京東路五段84號2樓,988096732,週一至週五 11:00-21:00 週六 11:00-18:00 週日休息,https://accessibility.moda.gov.tw/Applications/Detail?category=20220622172837,目前店面提供專業且安全的運動設備以及訓練場地，同時也增設一對一至多人的各類運動課程，無論拳擊、重訓、健身、柔術、TRX或是各種武術課程皆有涉獵，亦舉辦拳擊教學相關之研習活動。 重訓區域收費：一對一教學，一小時是330，儲值10堂是3200(一堂320)，儲值50堂是12500(一堂250)，儲值10堂是20000(一堂200)，一對多則每小時加收100/人。,,運動休閒教育服務業,場館/課程,,,,,,,,,,,,,,,
303,武林文創－南京旗艦館,105 臺北市松山區南京東路五段52號2樓,227627228,武林文創股份有限公司,https://www.wulink.com.tw,武林文創防身術講習認證，全台灣唯一同時榮獲經濟部、文化部及教育部體育署三大政府部會獎項肯定的教育機構，貼近青少年的武學教育，為你打造靜心修身的學習歷程，兼具文藝、品格、健康，提升身心素養的武學文創體驗，讓習武成為一種生活態度。,,運動休閒教育服務業,場館/課程,,,,,,,,,,,,,,,
304,新創智慧健身,106 臺北市大安區 羣賢里復興南路２段１５７號地下一樓,22709577,0700-2400,http://xtronsmart.com/,尊榮運動場域 時尚舒適的場域，搭配悉心規畫的專業器材設置，以及具備多項證照的師資教練，為你打造每天都想蒞臨的運動環境 動滋券適用品項：,,運動用品或器材租賃業,用品/器材,,,,,,,,,,,,,,,
305,動動MoveMove,111 臺北市士林區士東路91巷36號,228752289,0900-2130,https://accessibility.moda.gov.tw/Applications/Detail?category=20220622172837,,,其他,其他,,,,,,,,,,,,,,,
306,Artemis 一休運動基地,106 臺北市大安區仁愛路三段9號1樓,909822186,1200-2100,https://accessibility.moda.gov.tw/Applications/Detail?category=20220622172837,這個場域是由瘦身部落客-一休所創立，為了打造全方位健康整合的服務 包含運動訓練服務、營養飲食規劃服務及醫療檢測轉介服務，主要是整合以往健身服務產業碎片化的困境，希望提供大家一個好所在，可以享有完整的服務！ 動滋券適用品項：運動場館-健身,,運動休閒教育服務業,場館/課程,,,,,,,,,,,,,,,
